id_oferty;id_firmy;okres_umowy;grupa_okresu;nazwa_oferty;predkosc_pobierania;predkosc_wysylania;grupa_porownawcza_internet;nazwa_pakietu;liczba_kanalow;grupa_porownawcza_telewizja;dodatki;uwagi;okres_od_1;okres_do_1;cena_1;okres_od_2;okres_do_2;cena_2;okres_od_3;okres_do_3;cena_3
624;JPK;12;12;Dom;400;100;300;IPTV Komfort+ HD;172;184;;;1;12;127.99;;;;;;
625;JPK;12;12;Dom;400;100;300;IPTV Max HD;240;236;;;1;12;154.99;;;;;;
626;JPK;12;12;Dom;400;100;300;IPTV Prestiż HD;204;184;;;1;12;167.99;;;;;;
627;JPK;12;12;Dom;600;200;650;Telewizja;150;129;;;1;12;178.98;;;;;;
628;JPK;12;12;Dom;600;200;650;IPTV Luz HD;119;129;;;1;12;128.99;;;;;;
629;JPK;12;12;Dom;600;200;650;IPTV Komfort+ HD;172;184;;;1;12;147.99;;;;;;
630;JPK;12;12;Dom;600;200;650;IPTV Max HD;240;236;;;1;12;174.99;;;;;;
631;JPK;12;12;Dom;600;200;650;IPTV Prestiż HD;204;184;;;1;12;187.99;;;;;;
632;JPK;12;12;Dom;900;300;800;Telewizja;150;129;;;1;12;208.98;;;;;;
633;JPK;12;12;Dom;900;300;800;IPTV Luz HD;119;129;;;1;12;158.99;;;;;;
634;JPK;12;12;Dom;900;300;800;IPTV Komfort+ HD;172;184;;;1;12;177.99;;;;;;
635;JPK;12;12;Dom;900;300;800;IPTV Max HD;240;236;;;1;12;204.99;;;;;;
636;JPK;12;12;Dom;900;300;800;IPTV Prestiż HD;204;184;;;1;12;217.99;;;;;;
637;JPK;12;12;Dom;2000;2000;800;Telewizja;150;129;;;1;12;371.99;;;;;;
638;JPK;12;12;Dom;2000;2000;800;IPTV Luz HD;119;129;;;1;12;322.00;;;;;;
639;JPK;12;12;Dom;2000;2000;800;IPTV Komfort+ HD;172;184;;;1;12;341.00;;;;;;
640;JPK;12;12;Dom;2000;2000;800;IPTV Max HD;240;236;;;1;12;368.00;;;;;;
641;JPK;12;12;Dom;2000;2000;800;IPTV Prestiż HD;204;184;;;1;12;381.00;;;;;;
642;JPK;24;24;Dom;400;100;300;Telewizja;150;129;;;1;24;137.98;;;;;;
643;JPK;24;24;Dom;400;100;300;IPTV Luz HD;119;129;;;1;24;89.99;;;;;;
644;JPK;24;24;Dom;400;100;300;IPTV Komfort+ HD;172;184;;;1;24;106.99;;;;;;
645;JPK;24;24;Dom;400;100;300;IPTV Max HD;240;236;;;1;24;134.99;;;;;;
646;JPK;24;24;Dom;400;100;300;IPTV Prestiż HD;204;184;;;1;24;146.99;;;;;;
647;JPK;24;24;Dom;600;200;650;Telewizja;150;129;;;1;24;157.98;;;;;;
648;JPK;24;24;Dom;600;200;650;IPTV Luz HD;119;129;;;1;24;109.99;;;;;;
649;JPK;24;24;Dom;600;200;650;IPTV Komfort+ HD;172;184;;;1;24;126.99;;;;;;
650;JPK;24;24;Dom;600;200;650;IPTV Max HD;240;236;;;1;24;154.99;;;;;;
651;JPK;24;24;Dom;600;200;650;IPTV Prestiż HD;204;184;;;1;24;166.99;;;;;;
652;JPK;24;24;Dom;900;300;800;Telewizja;150;129;;;1;24;187.98;;;;;;
653;JPK;24;24;Dom;900;300;800;IPTV Luz HD;119;129;;;1;24;139.99;;;;;;
654;JPK;24;24;Dom;900;300;800;IPTV Komfort+ HD;172;184;;;1;24;156.99;;;;;;
655;JPK;24;24;Dom;900;300;800;IPTV Max HD;240;236;;;1;24;184.99;;;;;;
656;JPK;24;24;Dom;900;300;800;IPTV Prestiż HD;204;184;;;1;24;196.99;;;;;;
657;JPK;24;24;Dom;2000;2000;800;Telewizja;150;129;;;1;24;345.99;;;;;;
658;JPK;24;24;Dom;2000;2000;800;IPTV Luz HD;119;129;;;1;24;298.00;;;;;;
659;JPK;24;24;Dom;2000;2000;800;IPTV Komfort+ HD;172;184;;;1;24;315.00;;;;;;
660;JPK;24;24;Dom;2000;2000;800;IPTV Max HD;240;236;;;1;24;343.00;;;;;;
661;JPK;24;24;Dom;2000;2000;800;IPTV Prestiż HD;204;184;;;1;24;355.00;;;;;;
662;GECKONET;24;24;Internet i Telewizja;100;20;120;Pakiet Kiss;70;57;;;1;1;30.90;2;24;69.90;;;
663;GECKONET;24;24;Internet i Telewizja;100;20;120;Pakiet Smile;124;129;;;1;1;50.90;2;24;89.90;;;
664;GECKONET;24;24;Internet i Telewizja;100;20;120;Pakiet Hug;182;184;;;1;1;70.90;2;24;109.90;;;
665;GECKONET;24;24;Internet i Telewizja;300;30;300;Pakiet Kiss;70;57;;;1;1;30.90;2;24;79.90;;;
666;GECKONET;24;24;Internet i Telewizja;300;30;300;Pakiet Smile;124;129;;;1;1;50.90;2;24;99.90;;;
667;GECKONET;24;24;Internet i Telewizja;300;30;300;Pakiet Hug;182;184;;;1;1;70.90;2;24;119.90;;;
668;GECKONET;24;24;Internet i Telewizja;600;60;650;Pakiet Kiss;70;57;;;1;1;30.90;2;24;99.90;;;
669;GECKONET;24;24;Internet i Telewizja;600;60;650;Pakiet Smile;124;129;;;1;1;50.90;2;24;119.90;;;
670;GECKONET;24;24;Internet i Telewizja;600;60;650;Pakiet Hug;182;184;;;1;1;70.90;2;24;139.90;;;
671;GECKONET;24;24;Internet i Telewizja;1000;100;800;Pakiet Kiss;70;57;;;1;1;30.90;2;24;119.90;;;
672;GECKONET;24;24;Internet i Telewizja;1000;100;800;Pakiet Smile;124;129;;;1;1;50.90;2;24;139.90;;;
673;GECKONET;24;24;Internet i Telewizja;1000;100;800;Pakiet Hug;182;184;;;1;1;70.90;2;24;159.90;;;
674;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Na Start HD;41;57;;;1;24;54.90;;;;;;
675;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Na Start Plus HD;78;57;;;1;24;59.90;;;;;;
676;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Podstawowy;78;57;;;1;24;64.90;;;;;;
677;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Mikro;79;57;;;1;24;69.90;;;;;;
678;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Korzystny;135;129;;;1;24;84.90;;;;;;
679;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Wielotematyczny;159;184;;;1;24;92.90;;;;;;
680;PLASTCOM;24;24;copperDynamic + Telewizja;400;100;300;Pakiet Bogaty;177;184;;;1;24;94.90;;;;;;
681;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Na Start HD;41;57;;;1;24;59.90;;;;;;
682;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Na Start Plus HD;78;57;;;1;24;64.90;;;;;;
683;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Podstawowy;78;57;;;1;24;69.90;;;;;;
684;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Mikro;79;57;;;1;24;74.90;;;;;;
685;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Korzystny;135;129;;;1;24;89.90;;;;;;
686;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Wielotematyczny;159;184;;;1;24;97.90;;;;;;
687;PLASTCOM;24;24;copperDynamic + Telewizja;550;100;650;Pakiet Bogaty;177;184;;;1;24;99.90;;;;;;
688;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Na Start HD;41;57;;;1;24;69.90;;;;;;
689;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;74.90;;;;;;
690;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Podstawowy;78;57;;;1;24;79.90;;;;;;
691;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Mikro;79;57;;;1;24;84.90;;;;;;
692;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Korzystny;135;129;;;1;24;99.90;;;;;;
693;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Wielotematyczny;159;184;;;1;24;107.90;;;;;;
694;PLASTCOM;24;24;copperDynamic + Telewizja;750;100;800;Pakiet Bogaty;177;184;;;1;24;109.90;;;;;;
695;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Na Start HD;41;57;;;1;24;89.90;;;;;;
696;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;94.90;;;;;;
697;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Podstawowy;78;57;;;1;24;99.90;;;;;;
698;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Mikro;79;57;;;1;24;104.90;;;;;;
699;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Korzystny;135;129;;;1;24;119.90;;;;;;
700;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Wielotematyczny;159;184;;;1;24;127.90;;;;;;
701;PLASTCOM;24;24;copperDynamic + Telewizja;850;100;800;Pakiet Bogaty;177;184;;;1;24;129.90;;;;;;
702;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Na Start HD;41;57;;;1;24;99.90;;;;;;
703;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;104.90;;;;;;
704;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Podstawowy;78;57;;;1;24;109.90;;;;;;
705;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Mikro;79;57;;;1;24;114.90;;;;;;
706;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Korzystny;135;129;;;1;24;129.90;;;;;;
707;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Wielotematyczny;159;184;;;1;24;137.90;;;;;;
708;PLASTCOM;24;24;copperDynamic + Telewizja;950;100;800;Pakiet Bogaty;177;184;;;1;24;139.90;;;;;;
709;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Na Start HD;41;57;;;1;24;65.00;;;;;;
710;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;70.00;;;;;;
711;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Podstawowy;78;57;;;1;24;75.00;;;;;;
712;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Mikro;79;57;;;1;24;80.00;;;;;;
713;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Korzystny;135;129;;;1;24;95.00;;;;;;
714;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Wielotematyczny;159;184;;;1;24;103.00;;;;;;
715;PLASTCOM;24;24;fiberDynamic + Telewizja;800;100;800;Pakiet Bogaty;177;184;;;1;24;105.00;;;;;;
716;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Na Start HD;41;57;;;1;24;75.00;;;;;;
717;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;80.00;;;;;;
718;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Podstawowy;78;57;;;1;24;85.00;;;;;;
719;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Mikro;79;57;;;1;24;90.00;;;;;;
720;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Korzystny;135;129;;;1;24;105.00;;;;;;
721;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Wielotematyczny;159;184;;;1;24;113.00;;;;;;
722;PLASTCOM;24;24;fiberDynamic + Telewizja;1000;100;800;Pakiet Bogaty;177;184;;;1;24;115.00;;;;;;
723;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Na Start HD;41;57;;;1;24;105.00;;;;;;
724;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;110.00;;;;;;
725;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Podstawowy;78;57;;;1;24;115.00;;;;;;
726;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Mikro;79;57;;;1;24;120.00;;;;;;
727;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Korzystny;135;129;;;1;24;135.00;;;;;;
728;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Wielotematyczny;159;184;;;1;24;143.00;;;;;;
729;PLASTCOM;24;24;fiberDynamic + Telewizja;2000;100;800;Pakiet Bogaty;177;184;;;1;24;145.00;;;;;;
730;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Na Start HD;41;57;;;1;24;135.00;;;;;;
731;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Na Start Plus HD;78;57;;;1;24;140.00;;;;;;
732;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Podstawowy;78;57;;;1;24;145.00;;;;;;
733;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Mikro;79;57;;;1;24;150.00;;;;;;
734;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Korzystny;135;129;;;1;24;165.00;;;;;;
735;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Wielotematyczny;159;184;;;1;24;173.00;;;;;;
736;PLASTCOM;24;24;fiberDynamic + Telewizja;4000;100;800;Pakiet Bogaty;177;184;;;1;24;175.00;;;;;;
737;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Na Start;53;57;;;1;12;80.00;;;;;;
738;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Mikro HD;75;57;;;1;12;85.00;;;;;;
739;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Podstawowy;78;57;;;1;12;90.00;;;;;;
740;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Luz;119;129;;;1;12;89.00;;;;;;
741;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Korzystny;137;129;;;1;12;100.00;;;;;;
742;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Komfort;140;129;;;1;12;99.00;;;;;;
743;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Mini HD;142;129;;;1;12;95.00;;;;;;
744;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Bogaty;179;184;;;1;12;110.00;;;;;;
745;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Prestiż;184;184;;;1;12;119.00;;;;;;
746;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Wielotematyczny;195;184;;;1;12;110.00;;;;;;
747;TYGRYS;12;12;Internet i Telewizja;500;50;650;Pakiet Max;220;236;;;1;12;139.00;;;;;;
748;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Na Start;53;57;;;1;12;90.00;;;;;;
749;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Mikro HD;75;57;;;1;12;95.00;;;;;;
750;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Podstawowy;78;57;;;1;12;100.00;;;;;;
751;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Luz;119;129;;;1;12;99.00;;;;;;
752;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Korzystny;137;129;;;1;12;110.00;;;;;;
753;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Komfort;140;129;;;1;12;109.00;;;;;;
754;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Mini HD;142;129;;;1;12;105.00;;;;;;
755;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Bogaty;179;184;;;1;12;120.00;;;;;;
756;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Prestiż;184;184;;;1;12;129.00;;;;;;
757;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Wielotematyczny;195;184;;;1;12;120.00;;;;;;
758;TYGRYS;12;12;Internet i Telewizja;500;100;650;Pakiet Max;220;236;;;1;12;149.00;;;;;;
759;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Na Start;53;57;;;1;12;100.00;;;;;;
760;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Mikro HD;75;57;;;1;12;105.00;;;;;;
761;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Podstawowy;78;57;;;1;12;110.00;;;;;;
762;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Luz;119;129;;;1;12;109.00;;;;;;
763;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Korzystny;137;129;;;1;12;120.00;;;;;;
764;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Komfort;140;129;;;1;12;119.00;;;;;;
765;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Mini HD;142;129;;;1;12;115.00;;;;;;
766;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Bogaty;179;184;;;1;12;130.00;;;;;;
767;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Prestiż;184;184;;;1;12;139.00;;;;;;
768;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Wielotematyczny;195;184;;;1;12;130.00;;;;;;
769;TYGRYS;12;12;Internet i Telewizja;500;200;650;Pakiet Max;220;236;;;1;12;159.00;;;;;;
770;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Na Start;53;57;;;1;12;110.00;;;;;;
771;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Mikro HD;75;57;;;1;12;115.00;;;;;;
772;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Podstawowy;78;57;;;1;12;120.00;;;;;;
773;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Luz;119;129;;;1;12;119.00;;;;;;
774;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Korzystny;137;129;;;1;12;130.00;;;;;;
775;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Komfort;140;129;;;1;12;129.00;;;;;;
776;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Mini HD;142;129;;;1;12;125.00;;;;;;
777;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Bogaty;179;184;;;1;12;140.00;;;;;;
778;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Prestiż;184;184;;;1;12;149.00;;;;;;
779;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Wielotematyczny;195;184;;;1;12;140.00;;;;;;
780;TYGRYS;12;12;Internet i Telewizja;500;400;650;Pakiet Max;220;236;;;1;12;169.00;;;;;;
781;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Na Start;53;57;;;1;12;90.00;;;;;;
782;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Mikro HD;75;57;;;1;12;95.00;;;;;;
783;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Podstawowy;78;57;;;1;12;100.00;;;;;;
784;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Luz;119;129;;;1;12;99.00;;;;;;
785;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Korzystny;137;129;;;1;12;110.00;;;;;;
786;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Komfort;140;129;;;1;12;109.00;;;;;;
787;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Mini HD;142;129;;;1;12;105.00;;;;;;
788;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Bogaty;179;184;;;1;12;120.00;;;;;;
789;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Prestiż;184;184;;;1;12;129.00;;;;;;
790;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Wielotematyczny;195;184;;;1;12;120.00;;;;;;
791;TYGRYS;12;12;Internet i Telewizja;700;50;650;Pakiet Max;220;236;;;1;12;149.00;;;;;;
792;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Na Start;53;57;;;1;12;100.00;;;;;;
793;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Mikro HD;75;57;;;1;12;105.00;;;;;;
794;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Podstawowy;78;57;;;1;12;110.00;;;;;;
795;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Luz;119;129;;;1;12;109.00;;;;;;
796;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Korzystny;137;129;;;1;12;120.00;;;;;;
797;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Komfort;140;129;;;1;12;119.00;;;;;;
798;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Mini HD;142;129;;;1;12;115.00;;;;;;
799;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Bogaty;179;184;;;1;12;130.00;;;;;;
800;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Prestiż;184;184;;;1;12;139.00;;;;;;
801;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Wielotematyczny;195;184;;;1;12;130.00;;;;;;
802;TYGRYS;12;12;Internet i Telewizja;700;100;650;Pakiet Max;220;236;;;1;12;159.00;;;;;;
803;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Na Start;53;57;;;1;12;110.00;;;;;;
804;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Mikro HD;75;57;;;1;12;115.00;;;;;;
805;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Podstawowy;78;57;;;1;12;120.00;;;;;;
806;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Luz;119;129;;;1;12;119.00;;;;;;
807;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Korzystny;137;129;;;1;12;130.00;;;;;;
808;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Komfort;140;129;;;1;12;129.00;;;;;;
809;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Mini HD;142;129;;;1;12;125.00;;;;;;
810;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Bogaty;179;184;;;1;12;140.00;;;;;;
811;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Prestiż;184;184;;;1;12;149.00;;;;;;
812;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Wielotematyczny;195;184;;;1;12;140.00;;;;;;
813;TYGRYS;12;12;Internet i Telewizja;700;200;650;Pakiet Max;220;236;;;1;12;169.00;;;;;;
814;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Na Start;53;57;;;1;12;120.00;;;;;;
815;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Mikro HD;75;57;;;1;12;125.00;;;;;;
816;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Podstawowy;78;57;;;1;12;130.00;;;;;;
817;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Luz;119;129;;;1;12;129.00;;;;;;
818;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Korzystny;137;129;;;1;12;140.00;;;;;;
819;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Komfort;140;129;;;1;12;139.00;;;;;;
820;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Mini HD;142;129;;;1;12;135.00;;;;;;
821;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Bogaty;179;184;;;1;12;150.00;;;;;;
822;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Prestiż;184;184;;;1;12;159.00;;;;;;
823;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Wielotematyczny;195;184;;;1;12;150.00;;;;;;
824;TYGRYS;12;12;Internet i Telewizja;700;400;650;Pakiet Max;220;236;;;1;12;179.00;;;;;;
825;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Na Start;53;57;;;1;12;100.00;;;;;;
826;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Mikro HD;75;57;;;1;12;105.00;;;;;;
827;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Podstawowy;78;57;;;1;12;110.00;;;;;;
828;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Luz;119;129;;;1;12;109.00;;;;;;
829;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Korzystny;137;129;;;1;12;120.00;;;;;;
830;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Komfort;140;129;;;1;12;119.00;;;;;;
831;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Mini HD;142;129;;;1;12;115.00;;;;;;
832;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Bogaty;179;184;;;1;12;130.00;;;;;;
833;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Prestiż;184;184;;;1;12;139.00;;;;;;
834;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Wielotematyczny;195;184;;;1;12;130.00;;;;;;
835;TYGRYS;12;12;Internet i Telewizja;1000;50;800;Pakiet Max;220;236;;;1;12;159.00;;;;;;
836;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Na Start;53;57;;;1;12;110.00;;;;;;
837;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Mikro HD;75;57;;;1;12;115.00;;;;;;
838;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Podstawowy;78;57;;;1;12;120.00;;;;;;
839;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Luz;119;129;;;1;12;119.00;;;;;;
840;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Korzystny;137;129;;;1;12;130.00;;;;;;
841;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Komfort;140;129;;;1;12;129.00;;;;;;
842;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Mini HD;142;129;;;1;12;125.00;;;;;;
843;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Bogaty;179;184;;;1;12;140.00;;;;;;
844;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Prestiż;184;184;;;1;12;149.00;;;;;;
845;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Wielotematyczny;195;184;;;1;12;140.00;;;;;;
846;TYGRYS;12;12;Internet i Telewizja;1000;100;800;Pakiet Max;220;236;;;1;12;169.00;;;;;;
847;TYGRYS;12;12;Internet i Telewizja;1000;200;800;Pakiet Na Start;53;57;;;1;12;120.00;;;;;;
848;TYGRYS;12;12;Internet i Telewizja;1000;200;800;Pakiet Mikro HD;75;57;;;1;12;125.00;;;;;;
849;TYGRYS;12;12;Internet i Telewizja;1000;200;800;Pakiet Podstawowy;78;57;;;1;12;130.00;;;;;;
850;TYGRYS;12;12;Internet i Telewizja;1000;200;800;Pakiet Luz;119;129;;;1;12;129.00;;;;;;
851;TYGRYS;12;12;Internet i Telewizja;1000;200;800;Pakiet Korzystny;137;129;;;1;12;140.00;;;;;;
852;TYGRYS;12;12;Internet i Telewizja;1000;200;800;Pakiet Komfort;140;129;;;1;12;139.00;;;;;;
